조사번호	조사지역	주구분	조사일자	시간대	X좌표	Y좌표	행정구역명	날씨	남자10대	남자20대	남자30대	남자40대	남자50대	여자10대	여자20대	여자30대	여자40대	여자50대
5245	B지역(인천 동구 송림동 60)	주말	2010-07-10	12시~13시까지	280389	542409	인천광역시 동구 송림3.5동	맑음	2	8	8	32	28	4	6	14	22	30
5245	B지역(인천 동구 송림동 60)	주말	2010-07-10	19시~20시까지	280389	542409	인천광역시 동구 송림3.5동	맑음	4	10	12	36	28	2	16	10	28	36
5246	청천동 386 아이즈빌 아울렛 앞	주중	2010-07-13	12시~13시까지	285664	547358	인천광역시 부평구 청천1동	맑음	0	57	51	42	39	0	54	51	66	30
5246	청천동 386 아이즈빌 아울렛 앞	주중	2010-07-13	19시~20시까지	285664	547358	인천광역시 부평구 청천1동	맑음	45	117	33	48	54	114	126	117	96	33
5246	청천동 386 아이즈빌 아울렛 앞	주말	2010-06-19	12시~13시까지	285664	547358	인천광역시 부평구 청천1동	맑음	51	54	24	33	36	93	66	108	33	24
5246	청천동 386 아이즈빌 아울렛 앞	주말	2010-06-19	19시~20시까지	285664	547358	인천광역시 부평구 청천1동	맑음	45	174	48	54	54	72	156	81	60	51
5248	청천동 28-11 청천사거리 	주중	2010-07-13	12시~13시까지	285635	546917	인천광역시 부평구 청천1동	맑음	0	42	3	27	54	9	30	33	51	36
5248	청천동 28-11 청천사거리 	주중	2010-07-13	19시~20시까지	285635	546917	인천광역시 부평구 청천1동	맑음	24	99	27	84	54	39	108	94	117	81
5248	청천동 28-11 청천사거리 	주말	2010-06-19	12시~13시까지	285635	546917	인천광역시 부평구 청천1동	맑음	57	63	18	39	36	69	78	81	69	84
5248	청천동 28-11 청천사거리 	주말	2010-06-19	19시~20시까지	285635	546917	인천광역시 부평구 청천1동	맑음	66	69	42	54	63	54	54	114	63	69
5250	사랑병원 후문	주중	2010-06-03	12시~13시까지	283526	540786	인천광역시 남구 주안1동	맑음	0	18	24	26	16	0	18	14	16	2
5250	사랑병원 후문	주중	2010-06-03	19시~20시까지	283526	540786	인천광역시 남구 주안1동	맑음	16	120	100	51	15	39	198	50	36	9
5250	사랑병원 후문	주말	2010-06-05	12시~13시까지	283526	540786	인천광역시 남구 주안1동	맑음	13	30	25	8	10	15	35	24	10	0
5250	사랑병원 후문	주말	2010-06-05	19시~20시까지	283526	540786	인천광역시 남구 주안1동	맑음	12	190	120	50	35	85	230	150	87	25
5257	갈산1동 177-7 원츠프라쟈 앞	주중	2010-07-08	12시~13시까지	287271	546812	인천광역시 부평구 갈산1동	흐림	0	57	12	42	36	21	102	66	45	57
5257	갈산1동 177-7 원츠프라쟈 앞	주중	2010-07-08	19시~20시까지	287271	546812	인천광역시 부평구 갈산1동	흐림	18	114	51	84	69	21	165	96	84	33
5257	갈산1동 177-7 원츠프라쟈 앞	주말	2010-06-26	12시~13시까지	287271	546812	인천광역시 부평구 갈산1동	맑음	27	63	18	27	57	12	27	33	60	63
5257	갈산1동 177-7 원츠프라쟈 앞	주말	2010-06-26	19시~20시까지	287271	546812	인천광역시 부평구 갈산1동	맑음	76	129	54	57	75	12	87	93	81	57
5258	갈산1동 73-9 트랜디카 안경원 앞	주중	2010-07-08	12시~13시까지	287692	546972	인천광역시 부평구 갈산1동	흐림	0	39	21	21	63	0	51	51	42	75
5258	갈산1동 73-9 트랜디카 안경원 앞	주중	2010-07-08	19시~20시까지	287692	546972	인천광역시 부평구 갈산1동	흐림	45	81	27	33	63	57	63	51	78	57
5258	갈산1동 73-9 트랜디카 안경원 앞	주말	2010-06-26	12시~13시까지	287692	546972	인천광역시 부평구 갈산1동	맑음	54	48	18	24	66	63	33	14	72	81
5258	갈산1동 73-9 트랜디카 안경원 앞	주말	2010-06-26	19시~20시까지	287692	546972	인천광역시 부평구 갈산1동	맑음	72	93	39	96	66	69	60	84	99	72
5267	마전동 638-4 검단메디칼 빌딩 앞	주중	2010-06-22	12시~13시까지	281493	556457	인천광역시 서구 마전동	맑음	0	33	3	12	24	9	42	78	54	63
5267	마전동 638-4 검단메디칼 빌딩 앞	주중	2010-06-22	19시~20시까지	281493	556457	인천광역시 서구 마전동	맑음	45	54	15	51	48	63	105	48	54	36
5267	마전동 638-4 검단메디칼 빌딩 앞	주말	2010-06-05	12시~13시까지	281493	556457	인천광역시 서구 마전동	맑음	45	24	36	33	39	108	60	48	54	36
5267	마전동 638-4 검단메디칼 빌딩 앞	주말	2010-06-05	19시~20시까지	281493	556457	인천광역시 서구 마전동	맑음	66	36	51	48	63	108	63	78	42	18
5268	마전동 932-4 검단우체국 앞	주중	2010-06-22	12시~13시까지	281686	556403	인천광역시 서구 마전동	맑음	9	18	15	39	66	24	33	69	81	108
5268	마전동 932-4 검단우체국 앞	주중	2010-06-22	19시~20시까지	281686	556403	인천광역시 서구 마전동	맑음	36	66	27	54	36	27	42	126	81	48
5268	마전동 932-4 검단우체국 앞	주말	2010-06-05	12시~13시까지	281686	556403	인천광역시 서구 마전동	맑음	87	51	48	39	27	147	93	90	21	18
5268	마전동 932-4 검단우체국 앞	주말	2010-06-05	19시~20시까지	281686	556403	인천광역시 서구 마전동	맑음	117	66	69	45	39	177	111	105	24	30
5316	A지점(석남1동 456-9번지 국민은행 앞)	주중	2010-07-13	12시~13시까지	282868	546505	인천광역시 서구 석남1동	맑음	3	36	51	60	45	0	69	117	120	42
5316	A지점(석남1동 456-9번지 국민은행 앞)	주중	2010-07-13	19시~20시까지	282868	546505	인천광역시 서구 석남1동	맑음	78	45	45	72	30	69	81	150	105	39
5316	A지점(석남1동 456-9번지 국민은행 앞)	주말	2010-07-10	12시~13시까지	282868	546505	인천광역시 서구 석남1동	맑음	120	45	69	69	54	114	162	114	90	45
5316	A지점(석남1동 456-9번지 국민은행 앞)	주말	2010-07-10	19시~20시까지	282868	546505	인천광역시 서구 석남1동	맑음	69	54	84	93	54	84	114	144	150	39
5317	B지점(석남1동 454-1번지 버스정류장 앞)	주중	2010-07-13	12시~13시까지	282858	546355	인천광역시 서구 석남1동	맑음	12	24	30	39	42	0	69	126	72	63
5317	B지점(석남1동 454-1번지 버스정류장 앞)	주중	2010-07-13	19시~20시까지	282858	546355	인천광역시 서구 석남1동	맑음	69	60	51	51	24	57	78	165	120	39
5317	B지점(석남1동 454-1번지 버스정류장 앞)	주말	2010-07-10	12시~13시까지	282858	546355	인천광역시 서구 석남1동	맑음	90	60	81	69	69	99	84	144	144	48
5317	B지점(석남1동 454-1번지 버스정류장 앞)	주말	2010-07-10	19시~20시까지	282858	546355	인천광역시 서구 석남1동	맑음	84	84	81	69	39	96	117	159	165	54
5406	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주중	2010-07-01	12시~13시까지	287822	549785	인천광역시 계양구 계산동	맑음	66	129	108	129	144	69	186	186	180	81
5406	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주중	2010-07-01	19시~20시까지	287822	549785	인천광역시 계양구 계산동	맑음	261	267	126	141	99	351	336	189	159	78
5406	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주말	2010-07-03	12시~13시까지	287822	549785	인천광역시 계양구 계산동	맑음	108	111	102	174	102	72	186	156	195	108
5406	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주말	2010-07-03	19시~20시까지	287822	549785	인천광역시 계양구 계산동	맑음	165	174	157	261	157	113	288	244	306	165
5407	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주중	2010-07-01	12시~13시까지	287870	549737	인천광역시 계양구 계산동	맑음	39	33	42	63	72	45	57	93	93	45
5407	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주중	2010-07-01	19시~20시까지	287870	549737	인천광역시 계양구 계산동	맑음	99	156	66	132	48	135	162	81	105	39
5407	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주말	2010-07-03	12시~13시까지	287870	549737	인천광역시 계양구 계산동	맑음	123	63	42	63	42	114	105	72	66	24
5407	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주말	2010-07-03	19시~20시까지	287870	549737	인천광역시 계양구 계산동	맑음	105	120	99	117	93	210	198	148	120	57
5408	A.아이플렉스 롯데리아앞	주중	2010-06-23	12시~13시까지	287106	534087	인천광역시 남동구 논현동	흐림	0	7	20	13	2	0	20	21	13	9
5408	A.아이플렉스 롯데리아앞	주중	2010-06-23	19시~20시까지	287106	534087	인천광역시 남동구 논현동	흐림	18	39	23	23	12	35	51	25	30	26
5408	A.아이플렉스 롯데리아앞	주말	2010-06-26	12시~13시까지	287106	534087	인천광역시 남동구 논현동	흐림	15	13	15	28	7	36	12	27	17	14
5408	A.아이플렉스 롯데리아앞	주말	2010-06-26	19시~20시까지	287106	534087	인천광역시 남동구 논현동	흐림	48	60	50	75	66	69	63	79	48	45
5409	B.파리바게뜨 인천논현역점 앞	주중	2010-06-23	12시~13시까지	287085	534097	인천광역시 남동구 논현동	흐림	2	13	19	20	23	1	18	51	27	18
5409	B.파리바게뜨 인천논현역점 앞	주중	2010-06-23	19시~20시까지	287085	534097	인천광역시 남동구 논현동	흐림	7	17	12	11	12	15	32	18	15	22
5409	B.파리바게뜨 인천논현역점 앞	주말	2010-06-26	12시~13시까지	287085	534097	인천광역시 남동구 논현동	흐림	17	12	11	14	18	24	15	25	6	10
5409	B.파리바게뜨 인천논현역점 앞	주말	2010-06-26	19시~20시까지	287085	534097	인천광역시 남동구 논현동	흐림	21	39	45	45	36	33	43	50	24	21
5410	작전동 973-20번지 경인교대역6번출구 청운교회앞	주중	2010-06-08	12시~13시까지	287289	549288	인천광역시 계양구 계산동	맑음	15	15	12	30	24	0	33	57	45	27
5410	작전동 973-20번지 경인교대역6번출구 청운교회앞	주중	2010-06-08	19시~20시까지	287289	549288	인천광역시 계양구 계산동	맑음	57	48	45	96	48	54	72	57	57	24
5410	작전동 973-20번지 경인교대역6번출구 청운교회앞	주말	2010-06-19	12시~13시까지	287289	549288	인천광역시 계양구 계산동	맑음	72	108	63	57	36	171	99	48	15	24
5410	작전동 973-20번지 경인교대역6번출구 청운교회앞	주말	2010-06-19	19시~20시까지	287289	549288	인천광역시 계양구 계산동	맑음	63	60	78	48	36	24	162	18	72	60
5411	작전동 986-0번지 경인교대 앞	주중	2010-06-08	12시~13시까지	287018	549183	인천광역시 계양구 계산1동	맑음	6	240	21	54	9	12	513	78	18	12
5411	작전동 986-0번지 경인교대 앞	주중	2010-06-08	19시~20시까지	287018	549183	인천광역시 계양구 계산1동	맑음	36	243	57	33	15	39	504	114	24	39
5411	작전동 986-0번지 경인교대 앞	주말	2010-06-19	12시~13시까지	287018	549183	인천광역시 계양구 계산1동	맑음	174	147	33	39	15	195	204	87	54	30
5411	작전동 986-0번지 경인교대 앞	주말	2010-06-19	19시~20시까지	287018	549183	인천광역시 계양구 계산1동	맑음	72	132	39	57	24	18	178	66	72	30
5412	동의당 약국 앞(A지역)	주중	2010-07-06	12시~13시까지	280523	536689	인천광역시 연수구 옥련동	맑음	82	16	10	6	20	68	26	86	44	42
5412	동의당 약국 앞(A지역)	주중	2010-07-06	19시~20시까지	280523	536689	인천광역시 연수구 옥련동	맑음	98	26	12	16	30	116	36	66	88	58
5412	동의당 약국 앞(A지역)	주말	2010-06-26	12시~13시까지	280523	536689	인천광역시 연수구 옥련동	흐림	72	16	18	16	20	74	14	54	32	22
5412	동의당 약국 앞(A지역)	주말	2010-06-26	19시~20시까지	280523	536689	인천광역시 연수구 옥련동	흐림	74	50	24	18	12	92	40	52	44	32
5413	우리은행 옥련동 지점 앞(B지역)	주중	2010-07-06	12시~13시까지	280253	536670	인천광역시 연수구 옥련동	맑음	84	30	22	16	44	64	24	92	74	90
5413	우리은행 옥련동 지점 앞(B지역)	주중	2010-07-06	19시~20시까지	280253	536670	인천광역시 연수구 옥련동	맑음	126	48	14	28	38	108	52	62	80	68
5413	우리은행 옥련동 지점 앞(B지역)	주말	2010-06-26	12시~13시까지	280253	536670	인천광역시 연수구 옥련동	흐림	86	40	22	6	26	110	26	52	58	74
5413	우리은행 옥련동 지점 앞(B지역)	주말	2010-06-26	19시~20시까지	280253	536670	인천광역시 연수구 옥련동	흐림	94	72	40	50	34	86	48	64	58	64
5414	계산동 944-5번지 한국씨티은행앞	주중	2010-06-29	12시~13시까지	287372	549774	인천광역시 계양구 계산동	맑음	9	69	96	105	90	0	93	195	129	87
5414	계산동 944-5번지 한국씨티은행앞	주중	2010-06-29	19시~20시까지	287372	549774	인천광역시 계양구 계산동	맑음	87	135	132	93	48	88	135	147	75	36
5414	계산동 944-5번지 한국씨티은행앞	주말	2010-06-26	12시~13시까지	287372	549774	인천광역시 계양구 계산동	맑음	48	36	39	48	33	81	42	72	63	78
5414	계산동 944-5번지 한국씨티은행앞	주말	2010-06-26	19시~20시까지	287372	549774	인천광역시 계양구 계산동	맑음	81	96	81	87	36	111	102	93	84	33
5415	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주중	2010-06-29	12시~13시까지	287190	549827	인천광역시 계양구 계산동	맑음	6	57	45	42	39	3	36	66	99	42
5415	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주중	2010-06-29	19시~20시까지	287190	549827	인천광역시 계양구 계산동	맑음	159	102	138	105	36	159	138	147	96	42
5415	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주말	2010-06-26	12시~13시까지	287190	549827	인천광역시 계양구 계산동	맑음	84	45	69	51	66	51	63	75	72	36
5415	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주말	2010-06-26	19시~20시까지	287190	549827	인천광역시 계양구 계산동	맑음	84	75	60	123	57	90	111	102	72	51
5416	계산동 1062번지 하이베라스 D동 남서측 코너	주중	2010-07-08	12시~13시까지	288450	549189	인천광역시 계양구 계산3동	맑음	6	69	75	93	21	0	84	96	96	36
5416	계산동 1062번지 하이베라스 D동 남서측 코너	주중	2010-07-08	19시~20시까지	288450	549189	인천광역시 계양구 계산3동	맑음	96	32	66	42	18	159	96	84	48	24
5416	계산동 1062번지 하이베라스 D동 남서측 코너	주말	2010-07-10	12시~13시까지	288450	549189	인천광역시 계양구 계산3동	맑음	114	45	57	66	21	12	69	99	36	36
5416	계산동 1062번지 하이베라스 D동 남서측 코너	주말	2010-07-10	19시~20시까지	288450	549189	인천광역시 계양구 계산3동	맑음	81	132	72	51	39	17	96	90	63	36
5417	용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주중	2010-07-08	12시~13시까지	288663	549169	인천광역시 계양구 계산4동	맑음	15	69	144	111	42	24	153	183	195	54
5417	용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주중	2010-07-08	19시~20시까지	288663	549169	인천광역시 계양구 계산4동	맑음	70	37	51	33	7	83	161	117	66	3
5417	용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주말	2010-07-10	12시~13시까지	288663	549169	인천광역시 계양구 계산4동	맑음	150	57	81	78	33	237	84	171	75	24
5417	용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주말	2010-07-10	19시~20시까지	288663	549169	인천광역시 계양구 계산4동	맑음	114	90	45	54	9	189	127	93	75	12
5418	병방동 317-3번지 롯데리아앞	주중	2010-07-06	12시~13시까지	288905	550224	인천광역시 계양구 계양2동	맑음	24	54	57	75	57	48	138	282	249	96
5418	병방동 317-3번지 롯데리아앞	주중	2010-07-06	19시~20시까지	288905	550224	인천광역시 계양구 계양2동	맑음	94	94	59	30	45	107	173	156	94	58
5418	병방동 317-3번지 롯데리아앞	주말	2010-07-24	12시~13시까지	288905	550224	인천광역시 계양구 계양2동	맑음	168	63	90	57	93	183	84	192	174	144
5418	병방동 317-3번지 롯데리아앞	주말	2010-07-24	19시~20시까지	288905	550224	인천광역시 계양구 계양2동	맑음	93	123	63	123	93	123	144	248	195	123
5419	임학동 10-11번지 LG텔레콤 앞	주중	2010-07-06	12시~13시까지	288738	549976	인천광역시 계양구 임학동	맑음	69	63	60	39	45	84	75	93	90	57
5419	임학동 10-11번지 LG텔레콤 앞	주중	2010-07-06	19시~20시까지	288738	549976	인천광역시 계양구 임학동	맑음	177	84	57	66	75	237	216	198	105	54
5419	임학동 10-11번지 LG텔레콤 앞	주말	2010-07-24	12시~13시까지	288738	549976	인천광역시 계양구 임학동	맑음	90	84	51	48	60	54	75	96	72	57
5419	임학동 10-11번지 LG텔레콤 앞	주말	2010-07-24	19시~20시까지	288738	549976	인천광역시 계양구 임학동	맑음	105	144	78	57	66	114	99	126	63	21
5437	A지점(가정1동 516-8번지 수협은행 앞)	주중	2010-07-28	12시~13시까지	282913	546936	인천광역시 서구 가정1동	맑음	75	36	48	63	51	60	48	141	123	45
5437	A지점(가정1동 516-8번지 수협은행 앞)	주중	2010-07-28	19시~20시까지	282913	546936	인천광역시 서구 가정1동	맑음	90	87	87	108	42	93	105	162	153	30
5437	A지점(가정1동 516-8번지 수협은행 앞)	주말	2010-07-24	12시~13시까지	282913	546936	인천광역시 서구 가정1동	맑음	69	57	66	99	48	99	84	144	114	48
5437	A지점(가정1동 516-8번지 수협은행 앞)	주말	2010-07-24	19시~20시까지	282913	546936	인천광역시 서구 가정1동	맑음	84	63	84	96	39	84	69	135	123	54
5438	B지점(가정1동 504-9번지 버스정류장 앞)	주중	2010-07-28	12시~13시까지	282917	547172	인천광역시 서구 가정1동	맑음	39	30	51	57	21	36	42	153	144	51
5438	B지점(가정1동 504-9번지 버스정류장 앞)	주중	2010-07-28	19시~20시까지	282917	547172	인천광역시 서구 가정1동	맑음	39	57	75	87	36	51	96	159	168	30
5438	B지점(가정1동 504-9번지 버스정류장 앞)	주말	2010-07-24	12시~13시까지	282917	547172	인천광역시 서구 가정1동	맑음	69	54	63	60	30	96	84	159	153	36
5438	B지점(가정1동 504-9번지 버스정류장 앞)	주말	2010-07-24	19시~20시까지	282917	547172	인천광역시 서구 가정1동	맑음	78	69	84	96	24	120	111	174	159	54
5444	주안6동 956-1 석바위시장 입구	주중	2010-07-14	12시~13시까지	284273	540440	인천광역시 남구 주안6동	맑음	9	27	55	59	101	9	29	221	202	175
5444	주안6동 956-1 석바위시장 입구	주중	2010-07-14	19시~20시까지	284273	540440	인천광역시 남구 주안6동	맑음	30	52	142	217	195	45	83	315	322	321
5444	주안6동 956-1 석바위시장 입구	주말	2010-07-10	12시~13시까지	284273	540440	인천광역시 남구 주안6동	맑음	10	42	83	40	60	10	185	181	175	295
5444	주안6동 956-1 석바위시장 입구	주말	2010-07-10	19시~20시까지	284273	540440	인천광역시 남구 주안6동	맑음	62	79	57	73	62	91	215	219	192	273
5446	주안6동 1000-8 삼미쇼핑암	주중	2010-07-14	12시~13시까지	284240	540495	인천광역시 남구 주안6동	맑음	1	14	7	14	106	2	63	175	189	259
5446	주안6동 1000-8 삼미쇼핑암	주중	2010-07-14	19시~20시까지	284240	540495	인천광역시 남구 주안6동	맑음	22	165	30	135	98	15	127	157	180	248
5446	주안6동 1000-8 삼미쇼핑암	주말	2010-07-10	12시~13시까지	284240	540495	인천광역시 남구 주안6동	맑음	48	24	16	16	108	72	72	84	168	192
5446	주안6동 1000-8 삼미쇼핑암	주말	2010-07-10	19시~20시까지	284240	540495	인천광역시 남구 주안6동	맑음	117	97	87	62	71	128	181	182	171	249
5448	주안역지하상가 베스킨라빈스 앞	주중	2010-06-03	12시~13시까지	283481	541098	인천광역시 남구 주안1동	맑음	60	264	36	84	216	36	684	300	96	132
5448	주안역지하상가 베스킨라빈스 앞	주중	2010-06-03	19시~20시까지	283481	541098	인천광역시 남구 주안1동	맑음	210	577	168	220	304	304	1092	504	168	168
5448	주안역지하상가 베스킨라빈스 앞	주말	2010-06-05	12시~13시까지	283481	541098	인천광역시 남구 주안1동	맑음	216	389	151	166	302	504	864	223	302	208
5448	주안역지하상가 베스킨라빈스 앞	주말	2010-06-05	19시~20시까지	283481	541098	인천광역시 남구 주안1동	맑음	362	830	351	391	228	476	1668	492	360	179
5449	주안역 지하도상가 중앙통로앞	주중	2010-06-03	12시~13시까지	283458	541021	인천광역시 남구 주안1동	맑음	9	364	96	76	144	9	700	259	182	106
5449	주안역 지하도상가 중앙통로앞	주중	2010-06-03	19시~20시까지	283458	541021	인천광역시 남구 주안1동	맑음	129	651	293	170	275	366	1170	694	219	41
5449	주안역 지하도상가 중앙통로앞	주말	2010-06-05	12시~13시까지	283458	541021	인천광역시 남구 주안1동	맑음	200	410	290	120	250	570	620	300	160	270
5449	주안역 지하도상가 중앙통로앞	주말	2010-06-05	19시~20시까지	283458	541021	인천광역시 남구 주안1동	맑음	150	440	280	180	230	310	990	470	160	50
5464	LG텔레콤 점포 앞(A지역)	주중	2010-06-08	12시~13시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	2	4	2	6	6	2	4	24	16	14
5464	LG텔레콤 점포 앞(A지역)	주중	2010-06-08	19시~20시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	60	10	6	8	16	54	6	24	28	16
5464	LG텔레콤 점포 앞(A지역)	주말	2010-06-05	12시~13시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	44	30	16	12	16	62	26	28	26	24
5464	LG텔레콤 점포 앞(A지역)	주말	2010-06-05	19시~20시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	82	46	40	30	26	78	34	38	34	30
5465	행복한 떡집 앞(B지역)	주중	2010-06-08	12시~13시까지	282475	534672	인천광역시 연수구 동춘2동	맑음	4	6	4	2	14	4	6	20	16	30
5465	행복한 떡집 앞(B지역)	주중	2010-06-08	19시~20시까지	282475	534672	인천광역시 연수구 동춘2동	맑음	44	2	2	8	10	36	6	16	22	12
5465	행복한 떡집 앞(B지역)	주말	2010-06-05	12시~13시까지	282475	534672	인천광역시 연수구 동춘2동	맑음	28	14	8	6	10	34	18	14	16	16
5465	행복한 떡집 앞(B지역)	주말	2010-06-05	19시~20시까지	282475	534672	인천광역시 연수구 동춘2동	맑음	42	22	14	22	20	40	26	24	24	22
5494	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주중	2010-07-14	12시~13시까지	288315	539026	인천광역시 남동구 만수동	맑음	5	15	25	38	48	3	21	20	42	52
5494	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주중	2010-07-14	19시~20시까지	288315	539026	인천광역시 남동구 만수동	맑음	10	23	33	40	38	14	28	30	55	50
5494	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주말	2010-07-10	12시~13시까지	288315	539026	인천광역시 남동구 만수동	맑음	3	10	20	21	23	2	12	25	30	35
5494	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주말	2010-07-10	19시~20시까지	288315	539026	인천광역시 남동구 만수동	맑음	6	20	37	38	43	10	20	25	32	25
5495	인천광역시 남동구 만수동 1073번지 캔버스 앞 	주중	2010-07-14	12시~13시까지	288343	539181	인천광역시 남동구 만수1동	맑음	2	9	15	20	30	5	12	18	38	35
5495	인천광역시 남동구 만수동 1073번지 캔버스 앞 	주중	2010-07-14	19시~20시까지	288343	539181	인천광역시 남동구 만수1동	맑음	8	15	18	28	47	12	18	40	38	56
5495	인천광역시 남동구 만수동 1073번지 캔버스 앞 	주말	2010-07-10	12시~13시까지	288343	539181	인천광역시 남동구 만수1동	맑음	6	13	18	28	23	5	15	20	25	28
5495	인천광역시 남동구 만수동 1073번지 캔버스 앞 	주말	2010-07-10	19시~20시까지	288343	539181	인천광역시 남동구 만수1동	맑음	7	18	24	30	38	10	20	25	32	25
5496	B지점 : 가좌시장 입구	주중	2010-06-09	12시~13시까지	283743	544474	인천광역시 서구 가좌2동	맑음	0	15	18	21	36	0	15	99	96	69
5496	B지점 : 가좌시장 입구	주중	2010-06-09	19시~20시까지	283743	544474	인천광역시 서구 가좌2동	맑음	84	51	60	45	33	99	90	222	114	42
5496	B지점 : 가좌시장 입구	주말	2010-06-19	12시~13시까지	283743	544474	인천광역시 서구 가좌2동	맑음	39	45	51	39	36	63	66	87	90	54
5496	B지점 : 가좌시장 입구	주말	2010-06-19	19시~20시까지	283743	544474	인천광역시 서구 가좌2동	맑음	36	45	54	48	33	66	66	114	96	57
5497	던킨도너츠 신포점(A지점)	주중	2010-06-17	12시~13시까지	278909	542015	인천광역시 중구 내동	맑음	0	44	40	40	40	0	160	124	104	20
5497	던킨도너츠 신포점(A지점)	주중	2010-06-17	19시~20시까지	278909	542015	인천광역시 중구 내동	맑음	36	66	66	24	42	96	408	126	48	30
5497	던킨도너츠 신포점(A지점)	주말	2010-06-17	12시~13시까지	278909	542015	인천광역시 중구 내동	맑음	120	232	43	24	19	223	335	134	53	27
5497	던킨도너츠 신포점(A지점)	주말	2010-06-17	19시~20시까지	278909	542015	인천광역시 중구 내동	맑음	83	139	80	40	27	112	267	158	72	22
5498	바이더웨이 동인천점(B지점)	주중	2010-06-17	12시~13시까지	278552	541885	인천광역시 중구 중앙동4가	맑음	0	76	64	44	52	0	128	92	60	12
5498	바이더웨이 동인천점(B지점)	주중	2010-06-17	19시~20시까지	278552	541885	인천광역시 중구 중앙동4가	맑음	6	72	102	72	78	42	204	120	60	36
5498	바이더웨이 동인천점(B지점)	주말	2010-07-03	12시~13시까지	278552	541885	인천광역시 중구 중앙동4가	맑음	40	92	60	96	84	36	148	56	52	42
5498	바이더웨이 동인천점(B지점)	주말	2010-07-03	19시~20시까지	278552	541885	인천광역시 중구 중앙동4가	맑음	24	120	84	96	108	36	306	42	78	12
5499	할머니냉면 앞(A지점)	주중	2010-06-08	12시~13시까지	278936	542742	인천광역시 동구 화평동	맑음	0	40	55	59	40	0	24	13	20	9
5499	할머니냉면 앞(A지점)	주중	2010-06-08	19시~20시까지	278936	542742	인천광역시 동구 화평동	맑음	0	23	21	25	20	0	13	6	15	30
5499	할머니냉면 앞(A지점)	주말	2010-06-19	12시~13시까지	278936	542742	인천광역시 동구 화평동	맑음	51	114	111	78	84	33	90	125	36	6
5499	할머니냉면 앞(A지점)	주말	2010-06-19	19시~20시까지	278936	542742	인천광역시 동구 화평동	맑음	22	72	64	24	25	31	68	71	16	24
5500	세숫대야냉면 앞(B지점)	주중	2010-06-08	12시~13시까지	279067	542601	인천광역시 동구 화평동	맑음	0	23	21	25	20	0	13	6	15	30
5500	세숫대야냉면 앞(B지점)	주중	2010-06-08	19시~20시까지	279067	542601	인천광역시 동구 화평동	맑음	9	26	26	24	70	4	13	3	18	11
5500	세숫대야냉면 앞(B지점)	주말	2010-06-19	12시~13시까지	279067	542601	인천광역시 동구 화평동	맑음	32	74	91	92	74	18	71	100	43	35
5500	세숫대야냉면 앞(B지점)	주말	2010-06-19	19시~20시까지	279067	542601	인천광역시 동구 화평동	맑음	6	43	42	34	61	9	39	49	36	29
5501	검찰청앞 법조타운먹자골목앞(학익동 244-38번지)	주중	2010-06-10	12시~13시까지	282471	538641	인천광역시 남구 학익2동	흐림	0	24	58	102	42	0	88	52	36	20
5501	검찰청앞 법조타운먹자골목앞(학익동 244-38번지)	주중	2010-06-10	19시~20시까지	282471	538641	인천광역시 남구 학익2동	흐림	10	38	88	96	38	12	102	60	44	30
5501	검찰청앞 법조타운먹자골목앞(학익동 244-38번지)	주말	2010-07-24	12시~13시까지	282471	538641	인천광역시 남구 학익2동	맑음	2	12	68	46	28	6	28	72	38	12
5501	검찰청앞 법조타운먹자골목앞(학익동 244-38번지)	주말	2010-07-24	19시~20시까지	282471	538641	인천광역시 남구 학익2동	맑음	4	26	44	62	20	4	24	38	40	18
5502	대성빌딩 횡단보도앞(학익동 677번지)	주중	2010-06-10	12시~13시까지	282569	538407	인천광역시 남구 학익2동	흐림	32	76	46	62	90	48	96	56	78	96
5502	대성빌딩 횡단보도앞(학익동 677번지)	주중	2010-06-10	19시~20시까지	282569	538407	인천광역시 남구 학익2동	흐림	40	78	142	242	62	68	96	132	80	40
