조사번호	조사지역	주구분	조사일자	시간대	X좌표	Y좌표	행정구역명	날씨	남자10대	남자20대	남자30대	남자40대	남자50대	여자10대	여자20대	여자30대	여자40대	여자50대
5564	A지점 : 국민은행 앞	주말	2010-07-24	19시~20시까지	281209	537062	인천광역시 연수구 옥련2동	맑음	6	4	10	24	32	8	2	16	20	10
5565	B지점 : 송도약국 앞	주중	2010-07-06	12시~13시까지	281330	536899	인천광역시 연수구 옥련동	맑음	14	2	2	2	14	8	18	20	22	44
5565	B지점 : 송도약국 앞	주중	2010-07-06	19시~20시까지	281330	536899	인천광역시 연수구 옥련동	맑음	28	16	6	14	34	12	18	16	10	30
5565	B지점 : 송도약국 앞	주말	2010-07-24	12시~13시까지	281330	536899	인천광역시 연수구 옥련동	맑음	18	16	12	24	21	14	22	36	42	38
5565	B지점 : 송도약국 앞	주말	2010-07-24	19시~20시까지	281330	536899	인천광역시 연수구 옥련동	맑음	28	18	22	26	40	10	12	18	32	46
5637	B.파리바게뜨 인천논현역점앞	주중	2010-09-15	12시~13시까지	287086	534095	인천광역시 남동구 논현동	맑음	0	14	16	25	12	0	10	24	13	10
5637	B.파리바게뜨 인천논현역점앞	주중	2010-09-15	19시~20시까지	287086	534095	인천광역시 남동구 논현동	맑음	5	23	17	10	20	16	18	15	8	7
5875	기업은행 앞	주중	2010-10-13	12시~13시까지	285256	538741	인천광역시 남구 관교동	흐림	20	172	100	132	112	276	380	332	216	192
5875	기업은행 앞	주중	2010-10-13	19시~20시까지	285256	538741	인천광역시 남구 관교동	흐림	168	336	234	60	60	600	954	270	156	114
5875	기업은행 앞	주말	2010-10-16	12시~13시까지	285256	538741	인천광역시 남구 관교동	맑음	112	260	148	104	80	276	488	300	144	152
5875	기업은행 앞	주말	2010-10-16	19시~20시까지	285256	538741	인천광역시 남구 관교동	맑음	140	520	300	92	28	340	1156	420	228	116
5908	A지점: 대한서림 앞	주중	2010-10-20	12시~13시까지	279103	542320	인천광역시 중구 인현동	맑음	90	84	42	84	192	78	126	108	126	84
5908	A지점: 대한서림 앞	주중	2010-10-20	19시~20시까지	279103	542320	인천광역시 중구 인현동	맑음	42	150	84	66	18	54	72	72	48	54
5908	A지점: 대한서림 앞	주말	2010-10-16	12시~13시까지	279103	542320	인천광역시 중구 인현동	맑음	324	190	60	90	80	340	105	78	84	55
5908	A지점: 대한서림 앞	주말	2010-10-16	19시~20시까지	279103	542320	인천광역시 중구 인현동	맑음	320	192	112	120	128	276	102	116	168	124
5910	B지점=신대사거리 던킨도너츠(작전동 438-1)앞	주중	2010-09-16	12시~13시까지	287260	548057	인천광역시 계양구 작전2동	맑음	9	66	54	45	75	24	135	162	126	246
5910	B지점=신대사거리 던킨도너츠(작전동 438-1)앞	주중	2010-09-16	19시~20시까지	287260	548057	인천광역시 계양구 작전2동	맑음	54	75	99	84	96	132	129	204	204	177
5910	B지점=신대사거리 던킨도너츠(작전동 438-1)앞	주말	2010-11-06	12시~13시까지	287260	548057	인천광역시 계양구 작전2동	흐림	156	72	96	72	96	276	192	108	84	240
5910	B지점=신대사거리 던킨도너츠(작전동 438-1)앞	주말	2010-11-06	19시~20시까지	287260	548057	인천광역시 계양구 작전2동	흐림	96	84	84	156	72	108	252	240	228	132
5953	A지점=작전역1출구(작전2동 863-15) 청해웨딩홀앞	주중	2010-10-19	12시~13시까지	287316	548427	인천광역시 계양구 작전2동	맑음	6	60	66	84	144	0	60	72	129	198
5953	A지점=작전역1출구(작전2동 863-15) 청해웨딩홀앞	주중	2010-10-19	19시~20시까지	287316	548427	인천광역시 계양구 작전2동	맑음	60	39	51	87	69	78	90	93	141	120
5953	A지점=작전역1출구(작전2동 863-15) 청해웨딩홀앞	주말	2010-09-18	12시~13시까지	287316	548427	인천광역시 계양구 작전2동	맑음	128	48	44	40	100	80	60	48	94	124
5953	A지점=작전역1출구(작전2동 863-15) 청해웨딩홀앞	주말	2010-09-18	19시~20시까지	287316	548427	인천광역시 계양구 작전2동	맑음	116	84	40	84	88	56	80	72	96	112
5978	인천역 앞(A지점)	주중	2010-11-02	12시~13시까지	277885	542406	인천광역시 중구 항동1가	흐림	3	18	18	57	183	0	36	12	48	105
5978	인천역 앞(A지점)	주중	2010-11-02	19시~20시까지	277885	542406	인천광역시 중구 항동1가	흐림	0	8	12	32	20	0	9	9	13	8
5978	인천역 앞(A지점)	주말	2010-10-23	12시~13시까지	277885	542406	인천광역시 중구 항동1가	맑음	16	96	65	62	71	40	98	47	44	41
5978	인천역 앞(A지점)	주말	2010-10-23	19시~20시까지	277885	542406	인천광역시 중구 항동1가	맑음	3	76	46	42	47	4	82	40	29	35
5986	B지점:  국민은행 앞	주중	2010-10-20	12시~13시까지	279154	542289	인천광역시 중구 인현동	맑음	6	60	36	66	72	12	84	78	96	72
5986	B지점:  국민은행 앞	주중	2010-10-20	19시~20시까지	279154	542289	인천광역시 중구 인현동	맑음	20	36	72	30	24	62	24	48	54	42
5986	B지점:  국민은행 앞	주말	2010-10-16	12시~13시까지	279154	542289	인천광역시 중구 인현동	비	24	50	25	35	65	12	85	65	40	35
5986	B지점:  국민은행 앞	주말	2010-10-16	19시~20시까지	279154	542289	인천광역시 중구 인현동	비	52	52	30	50	54	84	76	52	54	84
6047	A지점: 동신약국 앞	주중	2010-10-21	12시~13시까지	281394	539694	인천광역시 남구 용현1,4동	맑음	16	708	42	40	6	0	312	24	42	12
6047	A지점: 동신약국 앞	주중	2010-10-21	19시~20시까지	281394	539694	인천광역시 남구 용현1,4동	맑음	48	822	12	36	24	36	432	6	18	12
6047	A지점: 동신약국 앞	주말	2010-10-09	12시~13시까지	281394	539694	인천광역시 남구 용현1,4동	맑음	0	504	18	24	12	4	378	8	18	5
6047	A지점: 동신약국 앞	주말	2010-10-09	19시~20시까지	281394	539694	인천광역시 남구 용현1,4동	맑음	24	504	32	16	24	42	366	18	12	12
6049	B지점:  우리은행 앞	주중	2010-10-21	12시~13시까지	281301	539659	인천광역시 남구 용현1,4동	맑음	2	960	6	24	6	0	606	6	18	6
6049	B지점:  우리은행 앞	주중	2010-10-21	19시~20시까지	281301	539659	인천광역시 남구 용현1,4동	맑음	24	552	6	18	6	18	324	18	24	6
6049	B지점:  우리은행 앞	주말	2010-10-09	12시~13시까지	281301	539659	인천광역시 남구 용현1,4동	맑음	24	654	20	12	12	12	336	8	32	6
6049	B지점:  우리은행 앞	주말	2010-10-09	19시~20시까지	281301	539659	인천광역시 남구 용현1,4동	맑음	5	426	12	16	10	0	254	12	24	16
6057	주안7동 1315-10 남부시장입구	주중	2010-10-07	12시~13시까지	283320	539200	인천광역시 남구 주안7동	맑음	0	6	41	103	76	0	38	126	150	217
6057	주안7동 1315-10 남부시장입구	주중	2010-10-07	19시~20시까지	283320	539200	인천광역시 남구 주안7동	맑음	28	53	95	53	69	41	121	201	239	189
6057	주안7동 1315-10 남부시장입구	주말	2010-10-16	12시~13시까지	283320	539200	인천광역시 남구 주안7동	맑음	27	45	47	51	131	54	53	137	178	317
6057	주안7동 1315-10 남부시장입구	주말	2010-10-16	19시~20시까지	283320	539200	인천광역시 남구 주안7동	맑음	31	39	55	62	117	60	126	267	92	362
6124	A지역(인천 중구 항동 7가 87-9)	주중	2010-09-14	12시~13시까지	276214	539957	인천광역시 중구 연안동	맑음	0	49	75	160	48	0	45	42	74	28
6124	A지역(인천 중구 항동 7가 87-9)	주중	2010-09-14	19시~20시까지	276214	539957	인천광역시 중구 연안동	맑음	6	18	38	70	18	10	18	14	40	6
6124	A지역(인천 중구 항동 7가 87-9)	주말	2010-09-18	12시~13시까지	276214	539957	인천광역시 중구 연안동	맑음	2	4	26	87	32	16	10	18	35	18
6124	A지역(인천 중구 항동 7가 87-9)	주말	2010-09-18	19시~20시까지	276214	539957	인천광역시 중구 연안동	맑음	2	18	30	48	18	8	20	20	40	10
6125	B지역(인천 중구 항동7가 58-3)	주중	2010-09-14	12시~13시까지	276791	540033	인천광역시 중구 연안동	맑음	0	10	39	58	64	0	13	61	48	56
6125	B지역(인천 중구 항동7가 58-3)	주중	2010-09-14	19시~20시까지	276791	540033	인천광역시 중구 연안동	맑음	16	12	14	46	40	16	14	20	38	46
6125	B지역(인천 중구 항동7가 58-3)	주말	2010-09-18	12시~13시까지	276791	540033	인천광역시 중구 연안동	맑음	16	8	18	68	44	8	10	38	46	28
6125	B지역(인천 중구 항동7가 58-3)	주말	2010-09-18	19시~20시까지	276791	540033	인천광역시 중구 연안동	맑음	20	10	42	49	21	20	28	40	39	21
6127	A지점: 농협 용남지점 앞	주중	2010-11-03	12시~13시까지	279703	539780	인천광역시 남구 용현5동	흐림	0	16	20	10	64	0	48	76	116	32
6127	A지점: 농협 용남지점 앞	주중	2010-11-03	19시~20시까지	279703	539780	인천광역시 남구 용현5동	흐림	60	18	42	54	42	144	90	108	108	48
6127	A지점: 농협 용남지점 앞	주말	2010-10-02	12시~13시까지	279703	539780	인천광역시 남구 용현5동	맑음	95	60	32	56	60	60	88	72	126	80
6127	A지점: 농협 용남지점 앞	주말	2010-10-02	19시~20시까지	279703	539780	인천광역시 남구 용현5동	맑음	42	120	64	64	68	62	54	126	146	48
6128	B지점: 우리은행 앞	주중	2010-11-03	12시~13시까지	279294	539509	인천광역시 남구 용현5동	비	0	18	78	48	12	0	96	90	96	36
6128	B지점: 우리은행 앞	주중	2010-11-03	19시~20시까지	279294	539509	인천광역시 남구 용현5동	비	86	24	102	78	54	54	108	126	132	48
6128	B지점: 우리은행 앞	주말	2010-10-02	12시~13시까지	279294	539509	인천광역시 남구 용현5동	비	42	24	15	20	24	54	42	45	18	12
6128	B지점: 우리은행 앞	주말	2010-10-02	19시~20시까지	279294	539509	인천광역시 남구 용현5동	비	32	186	152	126	48	44	162	84	124	58
6130	유람선 선착장 앞	주중	2010-10-14	12시~13시까지	276152	542413	인천광역시 중구 북성동	맑음	0	3	15	18	15	0	3	0	27	3
6130	유람선 선착장 앞	주중	2010-10-14	19시~20시까지	276152	542413	인천광역시 중구 북성동	맑음	6	57	0	12	0	18	63	0	12	0
6130	유람선 선착장 앞	주말	2010-10-16	12시~13시까지	276152	542413	인천광역시 중구 북성동	맑음	70	245	120	122	90	122	238	100	126	60
6130	유람선 선착장 앞	주말	2010-10-16	19시~20시까지	276152	542413	인천광역시 중구 북성동	맑음	110	364	170	178	132	182	350	154	180	100
6131	롯데마트 삼산점 앞	주중	2010-09-29	12시~13시까지	288065	545754	인천광역시 부평구 갈산2동	맑음	0	42	63	108	99	0	36	228	111	51
6131	롯데마트 삼산점 앞	주중	2010-09-29	19시~20시까지	288065	545754	인천광역시 부평구 갈산2동	맑음	18	72	21	33	39	75	108	177	42	42
6131	롯데마트 삼산점 앞	주말	2010-09-18	12시~13시까지	288065	545754	인천광역시 부평구 갈산2동	맑음	66	54	39	75	57	69	42	162	63	51
6131	롯데마트 삼산점 앞	주말	2010-09-18	19시~20시까지	288065	545754	인천광역시 부평구 갈산2동	맑음	42	129	66	66	57	51	99	222	87	51
6133	산곡동 45-3 파리바게뜨 앞	주중	2010-09-30	12시~13시까지	285597	546424	인천광역시 부평구 청천2동	맑음	18	75	36	48	81	9	84	111	87	93
6133	산곡동 45-3 파리바게뜨 앞	주중	2010-09-30	19시~20시까지	285597	546424	인천광역시 부평구 청천2동	맑음	30	57	36	72	114	57	87	216	138	87
6133	산곡동 45-3 파리바게뜨 앞	주말	2010-10-16	12시~13시까지	285597	546424	인천광역시 부평구 청천2동	맑음	66	69	21	81	84	72	69	123	129	177
6133	산곡동 45-3 파리바게뜨 앞	주말	2010-10-16	19시~20시까지	285597	546424	인천광역시 부평구 청천2동	맑음	27	111	33	75	69	72	60	93	123	60
6134	B지역(인천 남구 문학동 389-1)	주중	2010-10-01	12시~13시까지	283922	538063	인천광역시 남구 문학동	맑음	0	28	41	47	16	0	41	43	42	24
6134	B지역(인천 남구 문학동 389-1)	주중	2010-10-01	19시~20시까지	283922	538063	인천광역시 남구 문학동	맑음	16	32	30	40	22	12	32	42	38	20
6134	B지역(인천 남구 문학동 389-1)	주말	2010-10-16	12시~13시까지	283922	538063	인천광역시 남구 문학동	맑음	32	18	31	17	18	48	41	47	29	8
6134	B지역(인천 남구 문학동 389-1)	주말	2010-10-16	19시~20시까지	283922	538063	인천광역시 남구 문학동	맑음	48	88	81	38	22	58	62	42	58	32
6137	청천동 28-11 청천사거리 	주중	2010-10-20	12시~13시까지	285635	546917	인천광역시 부평구 청천1동	맑음	0	42	21	63	99	6	48	51	108	129
6137	청천동 28-11 청천사거리 	주중	2010-10-20	19시~20시까지	285635	546917	인천광역시 부평구 청천1동	맑음	33	93	39	63	48	63	129	93	102	69
6137	청천동 28-11 청천사거리 	주말	2010-11-06	12시~13시까지	285635	546917	인천광역시 부평구 청천1동	흐림	81	51	18	51	51	93	57	54	81	93
6137	청천동 28-11 청천사거리 	주말	2010-11-06	19시~20시까지	285635	546917	인천광역시 부평구 청천1동	흐림	60	81	27	126	87	39	75	81	90	72
6138	미니스톱앞 4거리	주중	2010-11-02	12시~13시까지	283532	540911	인천광역시 남구 주안1동	맑음	0	14	20	20	12	0	12	10	12	2
6138	미니스톱앞 4거리	주중	2010-11-02	19시~20시까지	283532	540911	인천광역시 남구 주안1동	맑음	14	90	80	10	12	30	140	40	34	8
6138	미니스톱앞 4거리	주말	2010-10-30	12시~13시까지	283532	540911	인천광역시 남구 주안1동	맑음	10	27	22	8	10	12	30	20	10	0
6138	미니스톱앞 4거리	주말	2010-10-30	19시~20시까지	283532	540911	인천광역시 남구 주안1동	맑음	10	170	100	45	30	70	200	125	78	22
6146	마전동 638-4 검단메디칼 빌딩 앞	주중	2010-10-05	12시~13시까지	281493	556457	인천광역시 서구 마전동	맑음	0	36	9	45	33	0	78	96	81	78
6146	마전동 638-4 검단메디칼 빌딩 앞	주중	2010-10-05	19시~20시까지	281493	556457	인천광역시 서구 마전동	맑음	36	57	21	63	48	156	66	96	72	42
6146	마전동 638-4 검단메디칼 빌딩 앞	주말	2010-10-09	12시~13시까지	281493	556457	인천광역시 서구 마전동	맑음	45	63	27	21	39	51	30	102	54	57
6146	마전동 638-4 검단메디칼 빌딩 앞	주말	2010-10-09	19시~20시까지	281493	556457	인천광역시 서구 마전동	맑음	30	69	18	81	51	30	81	45	36	15
6147	마전동 932-4 검단우체국 앞	주중	2010-10-05	12시~13시까지	281686	556403	인천광역시 서구 마전동	맑음	9	72	27	51	42	6	96	117	84	96
6147	마전동 932-4 검단우체국 앞	주중	2010-10-05	19시~20시까지	281686	556403	인천광역시 서구 마전동	맑음	45	75	27	87	72	138	48	111	51	63
6147	마전동 932-4 검단우체국 앞	주말	2010-10-09	12시~13시까지	281686	556403	인천광역시 서구 마전동	맑음	51	93	39	42	60	48	48	78	81	33
6147	마전동 932-4 검단우체국 앞	주말	2010-10-09	19시~20시까지	281686	556403	인천광역시 서구 마전동	맑음	27	156	33	102	66	48	63	60	72	39
6191	원당프라자 앞 버스정류장(SK텔레콤)	주중	2010-09-30	12시~13시까지	285125	555411	인천광역시 서구 검단3동	맑음	0	45	27	27	36	0	54	99	27	51
6191	원당프라자 앞 버스정류장(SK텔레콤)	주중	2010-09-30	19시~20시까지	285125	555411	인천광역시 서구 검단3동	맑음	120	81	21	18	57	78	84	99	36	54
6191	원당프라자 앞 버스정류장(SK텔레콤)	주말	2010-10-23	12시~13시까지	285125	555411	인천광역시 서구 검단3동	맑음	24	48	33	36	27	12	6	114	108	138
6191	원당프라자 앞 버스정류장(SK텔레콤)	주말	2010-10-23	19시~20시까지	285125	555411	인천광역시 서구 검단3동	맑음	12	132	90	72	66	15	93	99	60	111
6197	B지점 - 용갈비 [부평본점] (앞)	주중	2010-10-26	12시~13시까지	287450	544624	인천광역시 부평구 부평1동	맑음	2	17	26	142	112	3	28	84	130	71
6197	B지점 - 용갈비 [부평본점] (앞)	주중	2010-10-26	19시~20시까지	287450	544624	인천광역시 부평구 부평1동	맑음	27	54	42	72	37	22	44	69	64	29
6197	B지점 - 용갈비 [부평본점] (앞)	주말	2010-10-09	12시~13시까지	287450	544624	인천광역시 부평구 부평1동	흐림	19	44	22	62	69	30	41	37	102	62
6197	B지점 - 용갈비 [부평본점] (앞)	주말	2010-10-09	19시~20시까지	287450	544624	인천광역시 부평구 부평1동	흐림	21	44	45	104	78	27	52	74	122	104
6341	A지점 : 국민은행 앞	주중	2010-09-08	12시~13시까지	283615	544421	인천광역시 서구 가좌2동	맑음	0	21	36	27	42	0	69	93	102	72
6341	A지점 : 국민은행 앞	주중	2010-09-08	19시~20시까지	283615	544421	인천광역시 서구 가좌2동	맑음	117	69	84	90	33	105	108	102	102	30
6341	A지점 : 국민은행 앞	주말	2010-09-04	12시~13시까지	283615	544421	인천광역시 서구 가좌2동	맑음	54	45	54	60	42	60	51	102	81	60
6341	A지점 : 국민은행 앞	주말	2010-09-04	19시~20시까지	283615	544421	인천광역시 서구 가좌2동	맑음	45	51	54	75	39	63	72	129	117	48
6407	A 지점 - 인천나누리병원 (앞)	주중	2010-10-07	12시~13시까지	287966	544909	인천광역시 부평구 부평5동	맑음	7	34	41	62	77	2	46	76	98	66
6407	A 지점 - 인천나누리병원 (앞)	주중	2010-10-07	19시~20시까지	287966	544909	인천광역시 부평구 부평5동	맑음	32	46	41	47	32	23	52	49	56	38
6407	A 지점 - 인천나누리병원 (앞)	주말	2010-09-11	12시~13시까지	287966	544909	인천광역시 부평구 부평5동	흐림	25	41	52	30	42	29	32	43	38	47
6407	A 지점 - 인천나누리병원 (앞)	주말	2010-09-11	19시~20시까지	287966	544909	인천광역시 부평구 부평5동	흐림	29	32	37	55	25	35	38	45	65	31
6410	B지점 - 나이키 [부평점] (앞)	주중	2010-09-14	12시~13시까지	287362	544150	인천광역시 부평구 부평1동	맑음	14	168	58	53	22	10	316	121	71	16
6410	B지점 - 나이키 [부평점] (앞)	주중	2010-09-14	19시~20시까지	287362	544150	인천광역시 부평구 부평1동	맑음	118	464	138	56	18	254	838	186	62	22
6410	B지점 - 나이키 [부평점] (앞)	주말	2010-10-16	12시~13시까지	287362	544150	인천광역시 부평구 부평1동	흐림	48	176	72	46	12	56	216	102	120	26
6410	B지점 - 나이키 [부평점] (앞)	주말	2010-10-16	19시~20시까지	287362	544150	인천광역시 부평구 부평1동	흐림	132	504	86	54	32	192	684	154	128	44
6491	불로치과 앞 버스정류장(횡단보도)	주중	2010-09-08	12시~13시까지	284148	557635	인천광역시 서구 불로동	맑음	3	15	6	3	18	0	9	42	3	45
6491	불로치과 앞 버스정류장(횡단보도)	주중	2010-09-08	19시~20시까지	284148	557635	인천광역시 서구 불로동	맑음	33	42	24	3	18	33	21	78	33	9
6491	불로치과 앞 버스정류장(횡단보도)	주말	2010-09-04	12시~13시까지	284148	557635	인천광역시 서구 불로동	맑음	96	24	6	3	3	54	12	42	12	21
6491	불로치과 앞 버스정류장(횡단보도)	주말	2010-09-04	19시~20시까지	284148	557635	인천광역시 서구 불로동	맑음	75	30	21	24	6	33	27	33	18	24
6512	A지점 - 부평중앙 새마을금고 (앞)	주중	2010-10-26	12시~13시까지	287451	544779	인천광역시 부평구 부평1동	맑음	19	46	52	76	53	7	33	73	123	61
6512	A지점 - 부평중앙 새마을금고 (앞)	주중	2010-10-26	19시~20시까지	287451	544779	인천광역시 부평구 부평1동	맑음	27	54	42	72	37	22	44	69	64	29
6512	A지점 - 부평중앙 새마을금고 (앞)	주말	2010-10-09	12시~13시까지	287451	544779	인천광역시 부평구 부평1동	흐림	11	34	42	49	42	10	29	52	64	33
6512	A지점 - 부평중앙 새마을금고 (앞)	주말	2010-10-09	19시~20시까지	287451	544779	인천광역시 부평구 부평1동	흐림	18	49	61	62	52	32	52	74	150	49
6571	B지점=계양로작전시장입구 청운약국(작전2동 863번지)	주중	2010-10-19	12시~13시까지	287310	548587	인천광역시 계양구 작전2동	맑음	0	21	75	66	75	6	42	75	102	207
6571	B지점=계양로작전시장입구 청운약국(작전2동 863번지)	주중	2010-10-19	19시~20시까지	287310	548587	인천광역시 계양구 작전2동	맑음	51	54	33	84	63	51	66	51	90	156
6571	B지점=계양로작전시장입구 청운약국(작전2동 863번지)	주말	2010-09-18	12시~13시까지	287310	548587	인천광역시 계양구 작전2동	맑음	39	21	36	24	66	78	30	36	51	111
6571	B지점=계양로작전시장입구 청운약국(작전2동 863번지)	주말	2010-09-18	19시~20시까지	287310	548587	인천광역시 계양구 작전2동	맑음	63	57	66	102	120	54	72	72	144	171
6572	A지점(가정1동 516-8번지 수협은행 앞)	주중	2010-10-07	12시~13시까지	282913	546936	인천광역시 서구 가정1동	맑음	21	18	45	60	42	30	33	75	81	24
6572	A지점(가정1동 516-8번지 수협은행 앞)	주중	2010-10-07	19시~20시까지	282913	546936	인천광역시 서구 가정1동	맑음	60	33	57	69	21	69	45	90	93	21
6572	A지점(가정1동 516-8번지 수협은행 앞)	주말	2010-10-09	12시~13시까지	282913	546936	인천광역시 서구 가정1동	맑음	63	63	81	54	36	66	66	90	99	45
6572	A지점(가정1동 516-8번지 수협은행 앞)	주말	2010-10-09	19시~20시까지	282913	546936	인천광역시 서구 가정1동	맑음	75	66	75	69	21	81	93	126	108	42
6573	B지점(가정1동 504-9번지 버스정류장 앞)	주중	2010-10-07	12시~13시까지	282917	547172	인천광역시 서구 가정1동	맑음	15	36	60	54	60	9	45	90	75	48
6573	B지점(가정1동 504-9번지 버스정류장 앞)	주중	2010-10-07	19시~20시까지	282917	547172	인천광역시 서구 가정1동	맑음	51	48	69	66	21	45	36	105	84	24
6573	B지점(가정1동 504-9번지 버스정류장 앞)	주말	2010-10-09	12시~13시까지	282917	547172	인천광역시 서구 가정1동	맑음	45	60	75	60	42	39	66	90	90	66
6573	B지점(가정1동 504-9번지 버스정류장 앞)	주말	2010-10-09	19시~20시까지	282917	547172	인천광역시 서구 가정1동	맑음	75	66	75	69	21	81	93	126	108	42
6579	주안6동 956-1 석바위시장 입구	주중	2010-11-04	12시~13시까지	284273	540440	인천광역시 남구 주안6동	맑음	1	29	67	73	99	0	31	196	219	198
6579	주안6동 956-1 석바위시장 입구	주중	2010-11-04	19시~20시까지	284273	540440	인천광역시 남구 주안6동	맑음	21	49	103	194	152	37	88	259	301	205
6579	주안6동 956-1 석바위시장 입구	주말	2010-11-06	12시~13시까지	284273	540440	인천광역시 남구 주안6동	맑음	62	36	48	60	42	66	72	114	150	252
6579	주안6동 956-1 석바위시장 입구	주말	2010-11-06	19시~20시까지	284273	540440	인천광역시 남구 주안6동	맑음	57	82	42	82	58	76	176	195	179	231
6580	주안6동 1000-8 삼미쇼핑암	주중	2010-11-04	12시~13시까지	284240	540495	인천광역시 남구 주안6동	맑음	0	22	37	67	121	0	60	127	150	240
6580	주안6동 1000-8 삼미쇼핑암	주중	2010-11-04	19시~20시까지	284240	540495	인천광역시 남구 주안6동	맑음	7	28	14	49	70	7	91	112	147	119
6580	주안6동 1000-8 삼미쇼핑암	주말	2010-11-06	12시~13시까지	284240	540495	인천광역시 남구 주안6동	맑음	48	60	24	48	84	72	72	84	90	222
6580	주안6동 1000-8 삼미쇼핑암	주말	2010-11-06	19시~20시까지	284240	540495	인천광역시 남구 주안6동	맑음	121	102	69	79	65	135	165	175	152	197
6581	주안역 지하도상가 중앙통로앞	주중	2010-11-03	12시~13시까지	283458	541021	인천광역시 남구 주안1동	맑음	10	288	72	91	224	18	481	210	136	208
6581	주안역 지하도상가 중앙통로앞	주중	2010-11-03	19시~20시까지	283458	541021	인천광역시 남구 주안1동	맑음	126	459	99	126	153	162	549	216	198	216
6581	주안역 지하도상가 중앙통로앞	주말	2010-10-30	12시~13시까지	283458	541021	인천광역시 남구 주안1동	맑음	78	174	168	96	84	246	504	174	144	108
6581	주안역 지하도상가 중앙통로앞	주말	2010-10-30	19시~20시까지	283458	541021	인천광역시 남구 주안1동	맑음	103	308	212	201	152	176	726	280	152	68
6595	B지점(석남동 거북시장 576-3번지 앞)	주중	2010-10-21	12시~13시까지	282794	545305	인천광역시 서구 석남동	맑음	0	12	24	21	51	0	21	51	66	36
6595	B지점(석남동 거북시장 576-3번지 앞)	주중	2010-10-21	19시~20시까지	282794	545305	인천광역시 서구 석남동	맑음	66	48	69	78	21	60	54	93	99	18
6595	B지점(석남동 거북시장 576-3번지 앞)	주말	2010-10-30	12시~13시까지	282794	545305	인천광역시 서구 석남동	맑음	21	42	51	36	12	36	36	69	54	9
6595	B지점(석남동 거북시장 576-3번지 앞)	주말	2010-10-30	19시~20시까지	282794	545305	인천광역시 서구 석남동	맑음	39	51	48	39	18	39	39	81	78	21
6622	A지점 - 본죽 [백운역점] (앞)	주중	2010-10-28	12시~13시까지	286240	543924	인천광역시 부평구 산곡3동	맑음	5	31	74	51	70	12	58	94	96	82
6622	A지점 - 본죽 [백운역점] (앞)	주중	2010-10-28	19시~20시까지	286240	543924	인천광역시 부평구 산곡3동	맑음	54	64	62	55	38	62	108	142	108	64
6622	A지점 - 본죽 [백운역점] (앞)	주말	2010-09-04	12시~13시까지	286240	543924	인천광역시 부평구 산곡3동	맑음	31	44	37	40	37	45	46	68	76	42
6622	A지점 - 본죽 [백운역점] (앞)	주말	2010-09-04	19시~20시까지	286240	543924	인천광역시 부평구 산곡3동	맑음	35	111	35	88	30	30	155	96	150	51
6624	B지점 - 롯데리아 [인천 백운점] (앞)	주중	2010-10-28	12시~13시까지	285987	543596	인천광역시 부평구 부평3동	맑음	43	92	86	110	96	25	88	62	138	112
6624	B지점 - 롯데리아 [인천 백운점] (앞)	주중	2010-10-28	19시~20시까지	285987	543596	인천광역시 부평구 부평3동	맑음	140	196	112	96	35	125	152	166	154	48
6624	B지점 - 롯데리아 [인천 백운점] (앞)	주말	2010-09-04	12시~13시까지	285987	543596	인천광역시 부평구 부평3동	맑음	127	76	49	46	41	115	73	67	92	66
6624	B지점 - 롯데리아 [인천 백운점] (앞)	주말	2010-09-04	19시~20시까지	285987	543596	인천광역시 부평구 부평3동	맑음	87	112	56	89	31	51	105	119	151	56
6631	 류병훈 성형외과 앞 (부평농협 옆) 지점	주중	2010-09-14	12시~13시까지	287246	544272	인천광역시 부평구 부평1동	맑음	69	58	35	72	61	93	92	105	215	75
6631	 류병훈 성형외과 앞 (부평농협 옆) 지점	주중	2010-09-14	19시~20시까지	287246	544272	인천광역시 부평구 부평1동	맑음	117	108	78	111	76	126	146	84	175	103
6631	 류병훈 성형외과 앞 (부평농협 옆) 지점	주말	2010-09-11	12시~13시까지	287246	544272	인천광역시 부평구 부평1동	맑음	147	224	95	66	67	215	248	142	133	71
6631	 류병훈 성형외과 앞 (부평농협 옆) 지점	주말	2010-09-11	19시~20시까지	287246	544272	인천광역시 부평구 부평1동	맑음	148	220	95	76	62	187	266	184	128	71
6695	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주중	2010-10-05	12시~13시까지	288315	539026	인천광역시 남동구 만수동	맑음	5	15	25	38	48	3	21	20	42	52
6695	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주중	2010-10-05	19시~20시까지	288315	539026	인천광역시 남동구 만수동	맑음	10	23	33	40	38	14	28	30	55	50
6695	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주말	2010-09-25	12시~13시까지	288315	539026	인천광역시 남동구 만수동	맑음	3	10	20	21	23	2	12	25	30	35
6695	인천광역시 남동구 만수동 1080번지 산림조합 앞 	주말	2010-09-25	19시~20시까지	288315	539026	인천광역시 남동구 만수동	맑음	6	20	37	38	43	8	19	48	40	55
6696	인천광역시 남동구 만수동 1073번지 캔버스 앞 	주중	2010-10-05	12시~13시까지	288343	539181	인천광역시 남동구 만수1동	맑음	2	9	15	20	30	5	12	18	38	35
